game,method,score
Qbert,MQ(h=10),"Float32[150.0, 125.208916, 125.21008, 646.63464, 624.92065, 425.27075, 549.4076, 1292.6562, 449.87436, 821.85315, 1301.2097, 799.1453, 492.21698, 751.6082, 852.2727, 860.79297, 539.2857, 756.3461, 919.89795, 1254.0948, 500.2451, 817.51495, 866.94214, 847.5, 4870.3433, 920.88605, 4958.7266, 4141.6665, 4329.2485, 3998.0, 4445.4546, 5015.625, 4776.7856, 5044.144, 5493.681, 5061.634, 4472.8813, 7366.4585, 7772.4204, 5313.107, 8507.639, 8858.451, 4682.598, 7713.816, 7726.7715, 11430.52, 11884.451, 11502.989, 8255.825, 12684.507, 8082.944, 12120.931, 15502.465, 12523.529, 12200.625, 12271.015, 11673.192, 15900.373, 16391.305, 16779.387, 12648.79, 16312.0, 16064.855, 17065.95, 16381.049, 15133.553, 16164.772, 16605.803, 16816.363, 17083.771, 15935.526, 15619.444, 15739.345, 15971.667, 15631.034, 15757.547, 15595.635, 20881.756, 16157.653, 17343.75, 16721.76, 15534.589, 15787.5, 19811.734, 17215.385, 16275.848, 16287.5, 16274.107, 17262.963, 16529.236, 18868.182, 19481.633, 16619.299, 16575.0, 16940.277, 16611.404, 17703.07, 16419.14, 20803.5, 20120.0, 19305.611, 17563.266, 19504.545, 19700.0, 12353.494, 20075.555, 20769.643, 16206.159, 16331.746, 17410.0, 16858.334, 16102.5, 20244.389, 20537.805, 7762.295, 22895.139, 15723.106, 19795.098, 19651.924, 16210.317, 20015.762, 21012.791, 22546.592, 20299.469, 19972.059, 24164.584, 15622.5, 16638.334, 23470.0, 16710.648, 16431.451, 22851.162, 20139.215, 20521.111, 19995.0, 24698.719, 20903.408, 20479.348, 24394.078, 24092.072, 16565.477, 25653.658, 20865.625, 19914.895, 26851.389, 23891.666, 23589.635, 16855.357, 15004.464, 24800.625, 24353.846, 25537.18, 27115.541, 27201.281, 27949.305, 27380.146, 20236.5, 25013.125, 21759.574, 17220.258, 23597.674, 24774.324, 27880.883, 27169.445, 20981.633, 24082.5, 28096.621, 24886.54, 26875.676, 23494.445, 16978.303, 22633.152, 28314.062, 20219.908, 17467.188, 26542.764, 27270.139, 20092.223, 23863.158, 27776.352, 24239.584, 26306.41, 26581.945, 24282.064, 26821.795, 21232.143, 15559.058, 26757.895, 24641.25, 24226.281, 23952.906, 20493.627, 24172.62, 27372.916, 23783.139, 24668.902, 25934.756, 27733.975, 20708.889, 16576.25]"
Qbert,MQ(h=1),"Float32[34.232956, 453.16592, 575.498, 490.22345, 300.7883, 777.5862, 448.71033, 802.2109, 825.0, 882.5472, 1093.7198, 931.37933, 742.93787, 836.3537, 1326.6666, 4482.6753, 859.2105, 976.86566, 4282.8013, 3843.376, 4490.909, 4799.8164, 4622.8916, 5525.3013, 4930.851, 4938.0103, 4657.252, 4500.758, 7637.222, 8242.708, 8077.6597, 4644.361, 12121.429, 7992.7886, 7435.326, 14625.758, 14745.294, 7941.435, 11706.169, 14463.672, 11627.15, 4376.5103, 15438.433, 15714.286, 16017.857, 15125.909, 15203.0, 15647.642, 16399.604, 15280.357, 12155.445, 12313.667, 16585.447, 15795.0, 11418.8, 15696.982, 15388.806, 17234.482, 15411.513, 19066.25, 15142.857, 15167.771, 16461.666, 15230.333, 15815.079, 15231.717, 15879.779, 16162.18, 16364.855, 19605.357, 19753.977, 16444.402, 23509.445, 23743.125, 16562.857, 23461.54, 22631.863, 22065.426, 23216.49, 24010.0, 19963.775, 22953.977, 24177.223, 20186.5, 25871.875, 20409.092, 16272.297, 21753.703, 24728.805, 25711.25, 20213.0, 24011.111, 15503.39, 16434.469, 18780.86, 22554.902, 23052.66, 19241.965, 26976.47, 23321.111, 20039.674, 27939.744, 26638.691, 23243.479, 22934.303, 25864.104, 25823.17, 22778.488, 24311.363, 26419.643, 22550.0, 15628.779, 23299.5, 22828.191, 25480.953, 16069.0, 26236.842, 16248.611, 16460.764, 26922.37, 25984.445, 25311.666, 26229.166, 27535.715, 25931.25, 22500.473, 26553.658, 25002.127, 26180.0, 26200.61, 26561.309, 25917.045, 25762.777, 26176.162, 23237.5, 26576.785, 22919.021, 26886.627, 23287.791, 26721.621, 26297.436, 25812.805, 23727.273, 27095.395, 26526.875, 27093.023, 25572.223, 26753.29, 26920.139, 26699.404, 26144.047, 26455.555, 24431.771, 26417.309, 25529.348, 26787.805, 27478.75, 26932.895, 26859.027, 23119.186, 27066.217, 22624.568, 24964.19, 26514.635, 23589.797, 26941.025, 27273.75, 26819.736, 26780.77, 26760.525, 26858.75, 16415.541, 26864.865, 27352.326, 26911.842, 27206.41, 27891.025, 27166.893, 27835.135, 25608.334, 26944.594, 20616.5, 26134.883, 23386.666, 26270.238, 27296.795, 25959.459, 23310.715, 26652.777, 25790.342, 25681.25, 26111.111, 26669.186, 25726.191, 25263.691, 26210.0, 26555.488, 26540.908, 25738.637, 26665.426]"
Qbert,MQ(h=1),"Float32[11.153846, 150.1875, 349.67636, 423.07074, 576.7007, 836.6667, 640.61224, 701.6949, 893.75, 4126.9097, 4902.9414, 4178.425, 4123.256, 1370.8695, 4820.229, 4924.3057, 5428.6323, 4958.4033, 4771.8447, 4911.239, 4917.3076, 5723.729, 8400.568, 9148.958, 4947.345, 8079.126, 505.5944, 8664.634, 11392.663, 11542.941, 15361.029, 11186.145, 8635.142, 11610.443, 7507.2915, 15059.589, 14610.542, 4405.3877, 15446.269, 15324.604, 8500.962, 12182.143, 15711.333, 14849.107, 15350.704, 15049.643, 15693.75, 8673.317, 15563.732, 18792.0, 15156.507, 15412.302, 15955.804, 15063.202, 19480.5, 15248.63, 15552.822, 15079.829, 15353.082, 15370.089, 15262.784, 15591.154, 15198.264, 15262.109, 15330.4795, 15452.272, 19257.447, 16134.274, 15317.988, 16133.955, 15366.429, 18543.75, 15907.143, 18470.674, 18745.455, 18875.521, 19407.5, 15404.333, 15643.571, 15672.656, 22259.092, 15227.977, 18883.637, 19497.549, 23167.5, 18412.902, 19073.53, 15691.901, 19180.29, 19658.334, 18651.725, 19068.518, 22624.445, 25881.082, 19246.078, 23187.5, 18900.0, 19185.346, 19117.453, 26793.244, 20891.477, 19199.51, 23189.535, 23901.281, 25670.238, 26693.572, 19104.66, 25066.463, 23912.195, 22920.455, 22590.0, 24230.488, 25901.924, 17333.02, 25707.387, 22231.771, 21769.34, 19363.637, 22448.334, 19338.889, 25005.232, 23464.104, 22653.846, 23592.613, 26013.373, 20690.385, 22202.041, 15500.32, 23633.152, 26275.676, 16710.656, 26180.625, 24436.875, 26127.777, 19456.25, 26187.791, 25739.13, 26209.092, 26826.875, 23532.955, 26499.404, 22875.555, 26105.625, 24343.334, 25302.842, 27087.5, 26565.854, 19597.414, 25551.191, 23028.889, 22259.783, 26242.857, 26110.795, 23462.223, 26798.17, 26710.256, 15825.725, 25582.316, 26095.121, 26903.049, 25620.121, 26959.146, 23745.11, 23279.07, 26040.555, 23745.93, 26649.432, 23158.125, 26790.385, 24714.361, 24275.555, 19598.584, 27315.79, 24492.684, 26697.436, 27236.309, 26041.25, 26584.146, 26404.486, 23734.445, 16886.594, 25765.0, 19594.492, 25351.875, 25942.777, 23906.771, 22122.62, 26605.113, 26581.578, 26147.727, 26357.5, 23337.234, 16272.826, 25578.572, 26247.094, 25706.111, 26587.805, 26186.111, 25869.047, 26076.111]"
Qbert,MQ(h=1),"Float32[124.71847, 76.719574, 249.5603, 399.49326, 526.12177, 776.3819, 4920.7207, 1240.0463, 904.6651, 877.9167, 4055.036, 916.369, 867.73505, 975.19086, 549.3655, 4371.7856, 3827.285, 718.3246, 4737.288, 4350.0, 4302.8228, 4241.598, 4880.867, 4412.0586, 4565.6777, 4559.3457, 4943.018, 774.06104, 8209.333, 196.50996, 8444.893, 7918.28, 11899.265, 11826.071, 14601.471, 15175.725, 15043.182, 15044.444, 8021.063, 15430.137, 15231.908, 12609.932, 4238.424, 18479.545, 15954.327, 15154.508, 15555.417, 15529.044, 15839.754, 18526.96, 18814.623, 18980.406, 14512.18, 16353.846, 15513.889, 16109.211, 15508.182, 15452.308, 15526.071, 15711.397, 15732.589, 15601.64, 19027.223, 18991.146, 19115.0, 15706.154, 19196.818, 19431.666, 23156.082, 18745.674, 19751.137, 15492.424, 22965.79, 19043.518, 22286.225, 22358.854, 19056.133, 19565.816, 22446.592, 21565.566, 23291.28, 23153.977, 18929.104, 22977.44, 16156.338, 16003.169, 19209.322, 22457.955, 26155.555, 22775.0, 19033.771, 21826.137, 23431.098, 25779.861, 22887.256, 22357.223, 9104.04, 25320.35, 25938.158, 19296.053, 26060.715, 25302.38, 25305.232, 25614.88, 26567.105, 19672.322, 25740.117, 25285.365, 24916.666, 19911.275, 25616.305, 20296.0, 25853.29, 26445.121, 25007.955, 27474.285, 26074.324, 26432.5, 22881.818, 26558.125, 26342.568, 23447.727, 23683.523, 24942.5, 23687.234, 23134.238, 20174.0, 19345.754, 26830.406, 26091.25, 26166.893, 26492.95, 26658.553, 24138.953, 26136.586, 26183.975, 25757.928, 24073.781, 19660.775, 25814.104, 26341.666, 20507.143, 26906.756, 26153.125, 26681.082, 26243.59, 25607.223, 23380.0, 25655.232, 18757.627, 26132.387, 26482.777, 23776.162, 26065.625, 26330.146, 26768.422, 26423.076, 26389.104, 27409.21, 23065.307, 26817.95, 16391.346, 26844.078, 26765.79, 26669.736, 26689.375, 26254.486, 26987.5, 26798.648, 23831.977, 26874.36, 27717.568, 25660.896, 22803.06, 26014.285, 23967.709, 25930.77, 25919.186, 26345.238, 26659.459, 26090.854, 25833.928, 26579.07, 26595.27, 22860.639, 26870.139, 26074.375, 22612.256, 26359.146, 26665.0, 26152.44, 26954.375, 26195.238, 26816.875, 27229.166, 26189.023, 26056.25, 26320.834, 26733.537, 25902.906]"
SpaceInvaders,MQ(h=10),"Float32[53.276836, 84.27419, 0.53763443, 1.7287234, 51.081635, 195.8159, 453.32062, 322.91443, 310.1337, 415.0, 712.8095, 281.61017, 618.36633, 595.177, 879.70874, 1158.5643, 654.8461, 787.28, 751.3178, 727.6761, 958.2734, 782.9231, 609.59186, 603.5762, 579.46045, 592.7632, 592.1192, 619.57263, 614.68353, 660.9756, 616.747, 598.18713, 618.6585, 626.06146, 621.8823, 922.8261, 824.1503, 654.62964, 706.1832, 613.2, 1308.8125, 1149.5454, 686.4643, 635.7047, 665.6731, 1224.6753, 1083.75, 633.97516, 1366.9512, 1146.2048, 660.5085, 1721.4844, 1233.8889, 1677.2222, 2149.7058, 1249.8235, 1744.3939, 1439.4318, 1284.9398, 1372.5491, 1275.3763, 662.7778, 2225.0, 1296.7822, 1784.6428, 1900.3279, 1341.1267, 1526.2963, 1393.7037, 1473.1177, 1898.5714, 2880.3333, 754.4056, 2659.239, 1348.4482, 2425.4, 1422.2222, 2595.6365, 1480.862, 1835.6154, 2368.8394, 2135.0, 2461.2263, 2997.7, 2699.9038, 1420.2273, 2725.814, 2203.8982, 1559.881, 2509.7222, 2506.1538, 2648.6, 691.2573, 850.25, 2146.389, 1475.0588, 1894.0132, 1666.7307, 2282.2727, 3407.6191, 3091.6667, 2235.484, 1517.5568, 2885.244, 2910.476, 2903.2, 1564.0116, 4199.857, 4441.6177, 3751.8293, 4116.6665, 4714.2188, 4637.4243, 5827.5864, 5740.3706, 3876.795, 2719.2307, 3358.375, 5259.2188, 2757.2449, 3594.0698, 4285.8335, 5905.0, 4500.625, 5659.8276, 3267.0652, 6847.6924, 8955.477, 5614.355, 7578.696, 8291.19, 11115.588, 8674.523, 2480.5085, 9482.0, 20088.0, 3730.8164, 19490.416, 7730.385, 18380.834, 11817.223, 6323.7095, 26428.334, 8411.154, 7449.6553, 7121.25, 11757.223, 20015.385, 6071.2905, 23510.455, 46261.668, 20610.0, 13070.588, 4350.5264, 17942.691, 5714.6665, 27848.889, 16281.667, 23744.5, 24164.092, 6695.645, 11928.056, 18649.23, 8806.923, 27200.0, 7432.4136, 5507.5, 11079.523, 23161.0, 19263.572, 13301.471, 24102.0, 8941.481, 39527.145, 4273.636, 13376.944, 33228.89, 30838.889, 10117.826, 6664.8335, 32276.25, 21894.584, 29578.889, 19889.615, 32630.0, 44055.832, 10331.305, 10779.048, 16777.666, 36228.57, 5129.0244, 11973.421, 16323.333, 30482.777, 33730.0, 41450.715, 9224.131, 9433.667, 36883.75, 17961.54]"
SpaceInvaders,MQ(h=10),"Float32[248.89175, 282.7841, 283.80682, 210.04926, 223.45982, 287.51907, 222.11539, 137.74794, 341.0929, 262.64584, 595.6667, 682.5685, 870.9659, 312.72946, 645.72, 586.871, 970.79785, 703.72266, 666.7826, 618.0242, 635.26117, 627.5338, 755.78766, 628.8728, 614.86926, 575.03625, 642.11676, 563.7349, 1389.5403, 1115.4945, 571.4552, 576.84357, 621.5159, 581.26984, 617.0303, 637.6506, 624.3038, 570.97437, 623.5393, 627.9847, 623.5906, 622.27545, 1155.5233, 1177.4176, 597.00635, 1491.3846, 602.7844, 634.2086, 1088.735, 651.1017, 1311.9474, 843.34375, 661.5407, 656.5603, 1487.7325, 1688.3077, 1190.3334, 1697.0, 1269.375, 662.0134, 644.8101, 1239.8256, 669.5, 1385.8975, 1327.2916, 716.4885, 645.0, 2194.5283, 836.68, 1342.4432, 1650.6451, 1223.2142, 2245.2778, 2402.0, 1291.2638, 736.34326, 1313.0107, 2332.7551, 1507.9375, 1403.3334, 2510.2942, 1214.1327, 1850.862, 2580.5103, 668.244, 2054.9106, 1957.6271, 1717.4324, 1970.6061, 2095.0, 1598.7013, 788.8406, 1299.593, 2568.3, 2562.453, 2397.547, 2400.283, 2447.0, 2930.9575, 2667.0193, 2800.7546, 2232.9465, 911.4286, 2671.0378, 2043.3582, 2476.4285, 4122.3687, 2707.6924, 3232.8408, 1695.3522, 2572.7273, 741.5057, 3370.7144, 1686.3125, 2910.2778, 1742.8767, 3531.111, 3149.3137, 3031.1226, 3592.0454, 5017.5757, 2551.3794, 3964.5945, 3878.889, 2665.6863, 1718.6932, 4576.8057, 5131.0605, 4958.6763, 3681.0977, 3243.8542, 1549.0476, 3605.5813, 3455.1162, 9893.333, 6458.6206, 10753.823, 2955.1785, 5581.3794, 3049.5833, 5026.7646, 9396.0, 4455.0, 8186.8184, 3979.878, 8970.909, 24272.0, 5228.485, 5836.875, 9290.435, 16106.429, 23839.0, 10354.211, 6129.706, 15027.353, 19659.23, 4620.5127, 11928.611, 6955.0, 5874.091, 12940.294, 13497.353, 21727.5, 20815.908, 7075.7354, 16807.5, 19922.084, 9393.044, 20713.846, 26529.0, 29829.445, 17586.154, 12361.5, 4744.7437, 25117.0, 12042.046, 20146.25, 20528.334, 34657.5, 6992.9688, 20976.25, 11293.0, 14263.235, 27798.0, 23695.0, 12227.632, 17051.25, 14330.625, 18114.615, 40957.855, 32673.125, 4468.222, 2092.6614, 6476.7646, 46310.0, 36377.145, 28740.0, 31539.375, 15064.0625, 32310.0]"
SpaceInvaders,MQ(h=10),"Float32[0.42553192, 0.43763676, 225.72864, 183.38383, 122.38602, 714.53235, 216.64793, 110.455765, 174.375, 533.75, 802.807, 596.85345, 582.67444, 402.6948, 643.68, 564.95764, 977.9213, 545.1449, 1957.2642, 1078.1326, 736.7197, 589.5608, 607.32916, 650.3929, 616.4527, 622.88196, 1020.3261, 635.78766, 753.16797, 613.67426, 631.1321, 996.6352, 790.26715, 603.1132, 619.0244, 643.2143, 644.78723, 682.56, 1194.6342, 1182.317, 824.7633, 1325.2976, 1226.4584, 1208.0978, 705.97015, 707.2152, 1408.764, 2058.3333, 690.931, 1210.6173, 1472.9286, 1636.8539, 1339.6, 1591.9231, 721.31946, 1501.2329, 995.3947, 2059.423, 1594.3292, 2177.0652, 1583.9744, 2322.353, 2078.426, 1869.9166, 2628.4443, 2298.3928, 1998.7705, 2390.4167, 1502.7325, 2541.4893, 749.0876, 2772.3865, 2536.0, 1693.6301, 2352.8, 2536.3462, 1429.091, 2657.2827, 2344.8958, 1645.7142, 2985.2273, 3294.8718, 2625.8655, 2380.9321, 2846.2246, 2872.647, 2258.8333, 2860.1086, 3633.9473, 3192.093, 2673.7234, 5824.231, 3518.875, 3493.4146, 1624.0853, 3284.6738, 2829.434, 3411.3953, 3676.5476, 5501.7856, 6035.6, 3275.4082, 5351.8965, 10443.4375, 3792.0732, 6569.2856, 8868.25, 8670.263, 7334.5835, 8702.174, 16118.333, 8120.7144, 2454.9219, 5031.2856, 4413.6484, 5907.8335, 19605.834, 16875.0, 5090.147, 5577.241, 3784.348, 7138.5713, 11436.389, 13925.3125, 25404.445, 42835.832, 29756.25, 4490.2324, 18965.715, 24635.5, 5031.3516, 5446.6665, 24316.0, 19481.666, 28215.625, 8336.154, 26329.5, 29860.0, 43148.332, 8038.5186, 21529.545, 31228.75, 32306.875, 12370.75, 30465.0, 16995.0, 25462.5, 16598.928, 10470.25, 27304.5, 25157.5, 18585.0, 16202.8125, 2456.4707, 19224.23, 14731.25, 19770.834, 21641.818, 27947.5, 34254.375, 13542.059, 3095.352, 36479.285, 31005.0, 11883.158, 7403.8335, 34368.75, 9908.863, 28377.5, 10693.4, 24129.5, 12082.895, 28089.5, 2987.5693, 32595.625, 10149.167, 19861.666, 12876.944, 22954.166, 41213.57, 4580.6816, 46341.668, 20194.584, 34062.5, 4607.8887, 13380.5, 28253.334, 23057.084, 39852.855, 12867.632, 36377.145, 43658.332, 47185.0, 5861.0605, 17842.857, 9102.608, 56734.0, 27558.889, 48578.332, 22400.0]"
SpaceInvaders,MQ(h=1),"Float32[55.75431, 210.99503, 453.19373, 216.05167, 367.24326, 291.01065, 590.4074, 525.2143, 535.596, 611.6447, 635.5944, 959.5833, 761.6, 569.2, 678.8839, 618.7705, 1109.5349, 615.98486, 642.0144, 581.69116, 1054.3024, 1064.8795, 634.96814, 688.5547, 608.9645, 628.96106, 1194.2593, 1122.3287, 1221.1445, 601.9553, 657.1528, 1209.4078, 1148.5714, 664.5946, 1154.1398, 590.7735, 647.67645, 700.7787, 679.3333, 1192.809, 695.5036, 653.1387, 674.2994, 1239.0, 1190.5294, 2585.1086, 600.16895, 750.3595, 1407.7273, 1541.6216, 1530.5333, 1366.2838, 1892.258, 1488.3562, 1482.0238, 2503.5293, 1409.5394, 2445.9375, 894.22766, 2211.5095, 876.1638, 2568.3333, 1993.5483, 2571.7646, 1619.2754, 2401.25, 937.9439, 1417.013, 3476.4473, 1498.75, 2117.1553, 2563.4443, 2568.6792, 906.13446, 2330.3704, 1371.9136, 2682.0833, 2654.4119, 1712.5695, 1947.2656, 2650.577, 2114.1936, 1771.081, 2439.6155, 3031.7021, 2990.6667, 2069.365, 4321.7646, 3423.721, 6087.885, 4052.5, 2999.6938, 3817.973, 4270.0, 4511.1113, 2781.132, 8593.571, 5745.3447, 6105.7144, 5897.3213, 8818.81, 7474.3477, 4180.5405, 11862.647, 9301.0, 4987.647, 7251.875, 10300.526, 9372.0, 8429.048, 6208.9653, 28879.375, 15012.692, 7877.2, 7800.625, 14913.929, 11173.529, 5337.4287, 3730.75, 7824.423, 7976.6665, 3340.0, 6752.5864, 8599.318, 9498.261, 6537.069, 15733.0, 11825.277, 44817.5, 48070.832, 15088.214, 3760.3572, 22057.727, 6916.1665, 18342.309, 17113.0, 34304.285, 6087.6665, 29882.223, 8118.2, 10225.909, 31556.25, 15668.667, 6617.3213, 23606.818, 31997.5, 8104.839, 35498.75, 8065.769, 10000.0, 13432.895, 11545.952, 20485.834, 27374.445, 8283.077, 7507.857, 4233.9795, 28552.223, 8615.0, 30350.555, 2065.281, 5806.026, 34351.25, 27380.5, 5321.5713, 30625.555, 19440.385, 22105.0, 32611.25, 3013.3035, 14280.789, 4053.5, 27907.223, 9921.087, 22583.75, 35143.75, 12297.368, 7501.923, 6747.5806, 2711.228, 33524.375, 6482.0, 19025.385, 2229.5083, 36887.145, 2507.8462, 20390.0, 20694.584, 39270.0, 31171.25, 21470.416, 30591.666, 16532.188, 28431.666, 12439.444, 26417.0, 19621.54, 12523.096, 26704.0, 13753.125]"
SpaceInvaders,MQ(h=1),"Float32[216.6927, 279.26965, 341.52026, 62.28448, 219.54366, 369.2, 541.04895, 583.18964, 688.1, 521.5909, 1070.5555, 1011.0326, 585.3185, 514.6839, 668.4, 613.55707, 616.80414, 613.4228, 1189.0244, 639.34485, 664.7973, 1098.409, 635.744, 1314.359, 1170.1724, 1464.4937, 643.8889, 570.16486, 1130.7142, 850.80536, 666.938, 687.3154, 624.76666, 1139.7094, 1292.5281, 1383.4568, 829.4056, 1954.7183, 614.2308, 1487.0548, 1248.5883, 1388.5632, 1219.5834, 1421.4706, 1329.0507, 2089.0, 2111.0344, 2453.75, 746.47437, 1496.039, 1409.9412, 796.25, 1535.6338, 2464.0195, 2570.6123, 3018.7234, 2493.2, 2374.3618, 2750.0, 2150.082, 1352.8206, 2574.8, 2500.2, 1915.0781, 1949.2466, 2620.851, 2465.6482, 2694.6155, 2788.75, 1583.0114, 2087.4219, 2929.434, 2876.8367, 2216.4285, 2598.9622, 2551.0378, 2660.6, 2707.5, 2636.6667, 2840.2886, 2240.4312, 3404.2856, 2734.804, 3030.9783, 1614.1025, 1537.6713, 3012.6416, 3529.524, 2629.9058, 3542.5, 4470.1514, 3826.7104, 2847.843, 5207.8335, 4001.6667, 5929.423, 3547.0732, 5581.724, 4638.9473, 4465.0, 6228.8887, 9694.0, 7180.4346, 5505.3125, 2133.5715, 5237.7417, 9529.474, 9629.5, 9271.315, 4950.147, 4274.8613, 5065.4414, 7809.1304, 23871.0, 9815.75, 10286.579, 16200.385, 11091.75, 16628.076, 5111.7646, 12543.056, 16190.0, 13936.5625, 7851.0415, 5379.3335, 12939.6875, 15947.692, 35421.43, 6404.8213, 6284.5, 13077.353, 20491.25, 3424.5535, 12851.111, 7329.4443, 24182.273, 23078.637, 17213.846, 20980.455, 31370.625, 23228.0, 17867.857, 10211.904, 31625.0, 18775.416, 40439.168, 11081.667, 31383.334, 15524.333, 25959.5, 3061.3076, 35977.145, 11771.579, 19223.75, 18956.25, 14105.294, 16499.285, 10600.75, 15280.9375, 2684.375, 9434.131, 13302.941, 3930.4167, 31830.625, 17100.0, 16580.0, 19158.46, 13260.556, 9974.615, 24934.092, 19518.334, 43464.168, 25498.0, 9342.608, 49094.168, 23263.182, 18719.615, 9034.348, 46766.668, 22647.273, 20002.5, 14943.4375, 36228.57, 27810.0, 31696.875, 31461.875, 15105.0, 6231.7104, 13657.353, 19762.143, 41065.715, 46603.332, 42465.715, 8573.958, 42885.0, 18206.428, 24228.0, 8064.6772, 11646.667, 44855.832]"
SpaceInvaders,MQ(h=1),"Float32[376.97278, 283.66476, 221.11523, 48.803192, 287.6087, 487.80487, 414.80893, 523.0903, 395.22058, 538.3916, 1273.4043, 1037.9518, 845.9124, 545.39105, 1247.2, 484.46542, 652.94116, 630.1603, 1323.9634, 802.7174, 641.0625, 568.2044, 637.9605, 1084.375, 628.03705, 586.0072, 794.7651, 627.1429, 1411.4084, 685.0741, 652.1711, 643.0247, 617.42426, 1212.1354, 675.7823, 1184.7675, 580.7558, 1305.6548, 707.10144, 1608.9552, 1299.026, 2040.4546, 1293.6364, 2156.2698, 911.27734, 1697.1666, 2418.4, 1319.0741, 2562.1428, 859.81134, 1477.2858, 1973.983, 1908.7903, 1506.7284, 1931.8032, 2215.0908, 2611.6667, 736.7197, 1562.405, 1587.5343, 1961.2069, 2512.2827, 2011.8853, 2184.2104, 1400.119, 3247.3914, 2352.2727, 2634.5918, 2424.5283, 1925.7042, 3163.182, 2648.3696, 2669.9019, 2855.4167, 2769.318, 1523.976, 3065.4443, 2517.547, 2590.849, 2834.8958, 4325.7354, 3741.0527, 2992.3914, 3861.111, 3070.9375, 3369.0625, 6508.3335, 5307.759, 6596.0415, 4386.1763, 5143.0, 2060.8955, 4566.9697, 4581.2856, 10726.177, 26893.75, 9335.526, 3034.608, 8889.286, 12627.143, 3642.875, 11784.375, 4673.7144, 11886.25, 4888.636, 8558.913, 18619.166, 5805.6665, 12215.588, 6188.276, 5710.484, 26433.334, 6898.6206, 9612.5, 6286.207, 14032.1875, 3791.7021, 11537.777, 34852.855, 18006.154, 10552.857, 16129.333, 16427.143, 4911.625, 17335.0, 3775.1, 15771.5625, 12254.444, 4511.0464, 12317.777, 13180.0, 11398.947, 4682.1055, 13369.167, 15608.0, 25085.908, 19886.154, 3560.652, 37512.145, 15673.929, 17877.143, 22589.092, 15406.5625, 6282.6562, 19228.076, 29414.0, 11602.368, 30115.555, 5418.472, 34802.5, 4690.5815, 5815.606, 18887.309, 36565.0, 21247.5, 16806.25, 5203.9707, 24586.363, 29819.0, 26397.0, 13290.789, 23919.092, 12200.263, 42151.668, 38784.285, 6287.5674, 33573.332, 36467.145, 4830.5264, 36220.625, 25640.0, 28878.5, 45220.832, 15601.0, 16947.334, 49179.168, 36902.145, 8127.6787, 26600.5, 37739.285, 18433.215, 30384.0, 6514.6875, 38030.625, 30070.555, 11409.762, 20450.77, 33249.375, 19295.0, 15682.5, 31307.777, 9762.046, 7996.607, 30269.445, 9539.131, 7663.5293, 5989.8486, 13361.667, 3022.3809, 29949.0]"
Tutankham,MQ(h=10),"Float32[95.809525, 105.0625, 0.014117647, 0.2254902, 55.727272, 58.586956, 110.111115, 116.42424, 96.0, 83.0, 100.2, 97.166664, 85.24138, 101.2, 102.166664, 103.625, 99.53333, 92.8, 102.6, 95.8, 99.166664, 101.8, 91.55556, 82.57143, 103.666664, 97.8, 104.77273, 111.0, 100.2, 98.5, 95.57143, 119.6, 158.0, 109.611115, 157.57143, 108.14286, 158.0, 129.31818, 33.85, 132.54167, 140.08511, 115.947365, 159.125, 140.125, 144.13333, 130.85, 180.0, 189.13333, 182.92308, 133.7931, 175.71428, 165.875, 166.8, 181.5, 203.0, 176.375, 184.58333, 193.125, 119.0, 245.16667, 210.0, 210.89473, 150.71428, 234.33333, 255.33333, 144.5, 171.33333, 238.72, 255.4, 148.42857, 225.8, 234.5, 220.75, 224.07143, 242.25, 183.49123, 238.55556, 255.55556, 249.4, 194.5, 260.6, 260.625, 265.33334, 158.0, 248.25, 249.44118, 255.22223, 179.56, 235.75, 225.57143, 256.0, 240.42857, 261.0, 284.2, 213.71428, 273.0, 251.875, 285.375, 242.5, 116.375, 213.13333, 230.0, 261.8, 248.0, 168.93651, 262.42856, 247.69698, 225.875, 235.42857, 213.57143, 254.8, 259.8, 269.0, 214.72223, 189.35135, 257.8889, 267.0, 214.84616, 251.42857, 244.0, 226.16667, 159.77777, 262.16666, 189.875, 258.33334, 214.15, 264.75, 237.375, 207.90909, 225.0, 224.9, 236.6, 274.6, 244.57143, 274.0, 263.6, 190.2, 245.16667, 217.8, 212.5, 215.18182, 246.8, 254.4, 232.4, 237.875, 232.84616, 288.0, 277.5, 246.28572, 242.33333, 262.83334, 233.6, 282.2, 225.0, 218.72728, 234.0, 222.7, 224.22223, 234.0, 244.0, 185.125, 256.2, 245.85715, 222.8, 244.63637, 181.13637, 207.0, 280.77777, 165.325, 233.1875, 248.16667, 265.5, 244.66667, 259.6, 225.92308, 260.8, 210.5, 157.88889, 248.2, 259.0, 99.066666, 230.85715, 228.16667, 239.25, 266.875, 257.0, 258.42856, 255.57143, 246.57143, 213.66667, 251.66667, 176.4, 260.2, 183.8, 194.55556, 229.0, 204.44444, 273.66666, 255.5625, 162.8]"
